단어,빈도,비율(%)
송장이,8,0.11
어쨌든,8,0.11
추적이,8,0.11
att,8,0.11
개가,8,0.11
배송되었으나,8,0.11
찾을,8,0.11
모두에,8,0.11
나머지는,8,0.11
위조,8,0.11
보내주세요,8,0.11
설명서도,8,0.11
당시,8,0.11
현금으로,8,0.11
구매로,8,0.11
오리지널,8,0.11
15일,8,0.11
lannister의,8,0.11
위치를,8,0.11
느낌이,8,0.11
요금이,8,0.11
대기,8,0.11
인형을,8,0.11
것이며,8,0.11
품질,8,0.11
반으로,8,0.11
3일이,8,0.11
연락하여,8,0.11
보내고,8,0.11
이름을,8,0.11
반품하지,8,0.11
배려가,8,0.11
7월,8,0.11
가게는,8,0.11
1개월이,8,0.11
인터넷에서,8,0.11
상태입니다,8,0.11
비싸고,8,0.11
받으려면,8,0.11
엄청난,8,0.11
어려움이,8,0.11
사람은,8,0.11
일어난,8,0.11
삼성,8,0.11
믿을,8,0.11
없는데,8,0.11
메모리,8,0.11
담요,8,0.11
품목,8,0.11
모델의,8,0.11
종이,8,0.11
발송되었습니다,8,0.11
구매했을,8,0.11
허술하고,8,0.11
페인트가,8,0.11
03개,8,0.11
코드를,8,0.11
허위광고,8,0.11
상품으로,8,0.11
프린터에,8,0.11
받아보니,8,0.11
지원을,8,0.11
없다,8,0.11
가지를,8,0.11
4개가,8,0.11
번째는,8,0.11
박스에,8,0.11
없다는,8,0.11
판매를,8,0.11
상태에,8,0.11
이루어졌습니다,8,0.11
주문으로,8,0.11
되었어요,8,0.11
문제인지,8,0.11
수건을,8,0.11
알아보기,8,0.11
부족하여,8,0.11
지나서,8,0.11
6개를,8,0.11
여기에,8,0.11
믿고,8,0.11
관한,8,0.11
법적,8,0.11
교환요청했는데,8,0.11
기다릴,8,0.11
2개로,8,0.11
60xl,8,0.11
다음날,8,0.11
책임은,8,0.11
연락,8,0.11
관해,8,0.11
사는,8,0.11
배송되나요,8,0.11
시계에,8,0.11
않더라구요,8,0.11
번의,8,0.11
com에서,8,0.11
것이었습니다,8,0.11
도시의,8,0.11
귀하에게,8,0.11
예정이었습니다,7,0.1
시트를,7,0.1
우체국의,7,0.1
소비자를,7,0.1
알았더라면,7,0.1
했기,7,0.1
얼룩이,7,0.1
고객이,7,0.1
확인하고,7,0.1
취소할,7,0.1
측의,7,0.1
추가,7,0.1
넘었습니다,7,0.1
기능이,7,0.1
약해서,7,0.1
중에,7,0.1
버튼이,7,0.1
카시오,7,0.1
않았는지,7,0.1
아니었고,7,0.1
포장은,7,0.1
있었던,7,0.1
의견이,7,0.1
제품이었습니다,7,0.1
생겼습니다,7,0.1
불량하고,7,0.1
느린,7,0.1
않았지만,7,0.1
얇아서,7,0.1
더블,7,0.1
2차,7,0.1
쇼핑,7,0.1
전화했더니,7,0.1
왔다고,7,0.1
하네요,7,0.1
않는다고,7,0.1
무엇입니까,7,0.1
카트리지는,7,0.1
상태에는,7,0.1
배송됐다고,7,0.1
com을,7,0.1
처리가,7,0.1
나의,7,0.1
이행하지,7,0.1
따라서,7,0.1
적합하지,7,0.1
하자가,7,0.1
수량,7,0.1
죄송합니다,7,0.1
키트만,7,0.1
종류의,7,0.1
18일에,7,0.1
확인할,7,0.1
발생합니다,7,0.1
줬는데,7,0.1
성공하지,7,0.1
1세트만,7,0.1
조치도,7,0.1
취하지,7,0.1
조명,7,0.1
1일,7,0.1
전압이,7,0.1
이유는,7,0.1
당시에는,7,0.1
떨어진,7,0.1
취소하겠습니다,7,0.1
반쯤,7,0.1
것이기,7,0.1
불만족스러웠습니다,7,0.1
싱글,7,0.1
존재하지,7,0.1
되었는지,7,0.1
전원,7,0.1
되나요,7,0.1
나오네요,7,0.1
발행된,7,0.1
사진의,7,0.1
개는,7,0.1
서로,7,0.1
녹색,7,0.1
연락해야,7,0.1
없었는데,7,0.1
걸려요,7,0.1
연락한,7,0.1
부족하고,7,0.1
브랜드에서,7,0.1
해결해,7,0.1
받기까지,7,0.1
타르가르옌이,7,0.1
지불해야,7,0.1
항의를,7,0.1
보세요,7,0.1
크기의,7,0.1
광고입니다,7,0.1
결코,7,0.1
전화번호가,7,0.1
배송됐네요,7,0.1
불량이,7,0.1
없었기,7,0.1
그럼에도,7,0.1
일부만,7,0.1
찌그러진,7,0.1
못했다고,7,0.1
교환에,7,0.1
이유에,7,0.1
수령할,7,0.1
사람을,7,0.1
판매되는,7,0.1
확인해,7,0.1
조립이,7,0.1
나고,7,0.1
커버와,7,0.1
배달이,7,0.1
라니스터의,7,0.1
늦은,7,0.1
구매하여,7,0.1
라고,7,0.1
송장만,7,0.1
세트만,7,0.1
부품을,7,0.1
돌려달라고,7,0.1
노력하고,7,0.1
시트가,7,0.1
무시,7,0.1
1개는,7,0.1
유닛이,7,0.1
기다렸는데,7,0.1
교환해,7,0.1
훌륭한,7,0.1
천이,7,0.1
배송까지,7,0.1
발생하여,7,0.1
여행가방,7,0.1
깨져,7,0.1
통화가,7,0.1
상황에,7,0.1
완벽한,7,0.1
장치가,7,0.1
복제품입니다,7,0.1
문의했는데,7,0.1
배송받은,7,0.1
예상보다,7,0.1
그것에,7,0.1
안에는,7,0.1
딸이,7,0.1
여러번,7,0.1
택배가,7,0.1
있던,7,0.1
배송되는지,7,0.1
솔기가,7,0.1
13일에,7,0.1
제시하지,7,0.1
매장이나,7,0.1
배달을,7,0.1
주려고,7,0.1
쉽습니다,7,0.1
이해하지,7,0.1
파업,7,0.1
제품이라고,7,0.1
있으므로,7,0.1
러그가,7,0.1
사실을,7,0.1
패키지,7,0.1
올바르게,7,0.1
아쉽네요,7,0.1
12일에,7,0.1
정확히,7,0.1
달린,7,0.1
해결책이,7,0.1
것과는,7,0.1
카드로,7,0.1
가게에,7,0.1
해결,7,0.1
스타크에서,7,0.1
재료,7,0.1
씰이,7,0.1
보냈네요,7,0.1
불가능했습니다,7,0.1
장치도,7,0.1
받자마자,7,0.1
센터에,7,0.1
날짜를,7,0.1
청구서만,7,0.1
상태를,7,0.1
나중에,7,0.1
노란색,7,0.1
마지막으로,7,0.1
예상치,7,0.1
걸렸네요,7,0.1
02개의,7,0.1
들었고,7,0.1
부족했습니다,7,0.1
쓰레기입니다,7,0.1
치수가,7,0.1
파란색으로,7,0.1
까지,7,0.1
답장이,7,0.1
옵션이,7,0.1
가격,7,0.1
예정된,7,0.1
배송비는,7,0.1
카드에,7,0.1
형편없고,7,0.1
잃었습니다,7,0.1
단위로,7,0.1
도착합니다,7,0.1
핑크색,7,0.1
청구된,7,0.1
원해요,7,0.1
지불했기,7,0.1
지났네요,7,0.1
유아용,6,0.08
있어야,6,0.08
청구되어,6,0.08
사용된,6,0.08
표시가,6,0.08
이루어졌으며,6,0.08
쿠션,6,0.08
3개로,6,0.08
있음을,6,0.08
48시간이,6,0.08
처음이,6,0.08
지연을,6,0.08
사람들은,6,0.08
중고처럼,6,0.08
참고,6,0.08
크게,6,0.08
경우에만,6,0.08
시작했습니다,6,0.08
커버도,6,0.08
배달됐어요,6,0.08
모델과,6,0.08
이해가,6,0.08
안경,6,0.08
남은,6,0.08
여성용,6,0.08
트럭,6,0.08
파트너를,6,0.08
있는지에,6,0.08
사람도,6,0.08
9월,6,0.08
29일,6,0.08
11일에,6,0.08
17일에,6,0.08
배달,6,0.08
09,6,0.08
안들었어요,6,0.08
긁혔고,6,0.08
적절한,6,0.08
충전기가,6,0.08
보내야,6,0.08
누락,6,0.08
사람,6,0.08
이름으로,6,0.08
늦었어,6,0.08
뒤에,6,0.08
5개만,6,0.08
아침,6,0.08
오늘도,6,0.08
브러쉬,6,0.08
stores에서,6,0.08
판매하고,6,0.08
배송할,6,0.08
현재로서는,6,0.08
필요한데,6,0.08
원단이,6,0.08
곳에서,6,0.08
정해진,6,0.08
보내달라고,6,0.08
들었습니다,6,0.08
필터,6,0.08
실패했습니다,6,0.08
black,6,0.08
targaryen에게,6,0.08
6일,6,0.08
기다려,6,0.08
문제로,6,0.08
02개,6,0.08
그건,6,0.08
요청할,6,0.08
아직까지는,6,0.08
효과가,6,0.08
감사드립니다,6,0.08
코드,6,0.08
소용이,6,0.08
실망했습니다,6,0.08
긁혀서,6,0.08
백팩을,6,0.08
업데이트되지,6,0.08
진짜,6,0.08
돌려주지,6,0.08
병만,6,0.08
note,6,0.08
고정,6,0.08
사이에,6,0.08
걸린,6,0.08
게임,6,0.08
제품이라,6,0.08
취소해야,6,0.08
10일에,6,0.08
나왔어요,6,0.08
않지만,6,0.08
판매자,6,0.08
공급업체가,6,0.08
듣고,6,0.08
발행,6,0.08
알리지,6,0.08
번호가,6,0.08
싶지만,6,0.08
도착하고,6,0.08
여부를,6,0.08
났습니다,6,0.08
낮았습니다,6,0.08
열등한,6,0.08
27일에,6,0.08
진행하는,6,0.08
규정된,6,0.08
느슨한,6,0.08
17에,6,0.08
손상되었습니다,6,0.08
어려움,6,0.08
기다리겠습니다,6,0.08
하루,6,0.08
손상되고,6,0.08
중인데,6,0.08
시간과,6,0.08
않기를,6,0.08
확실히,6,0.08
부분,6,0.08
알아야,6,0.08
환불도,6,0.08
긁히고,6,0.08
상자는,6,0.08
속상해요,6,0.08
못받았네요,6,0.08
때마다,6,0.08
봉인이,6,0.08
지불했지만,6,0.08
베이스만,6,0.08
집을,6,0.08
느립니다,6,0.08
파트너와,6,0.08
구입했기,6,0.08
targaryen으로부터,6,0.08
내용을,6,0.08
길고,6,0.08
누구에게,6,0.08
길어서,6,0.08
sd,6,0.08
일을,6,0.08
당신이,6,0.08
비어,6,0.08
나서,6,0.08
확인해주세요,6,0.08
카드가,6,0.08
가장자리가,6,0.08
뜨네요,6,0.08
수건이,6,0.08
지지대,6,0.08
포장에는,6,0.08
배송비로,6,0.08
주셨네요,6,0.08
청구서에,6,0.08
최소한,6,0.08
만들었습니다,6,0.08
브랜드를,6,0.08
도착하기로,6,0.08
23일,6,0.08
남아,6,0.08
지퍼가,6,0.08
빨간색으로,6,0.08
갈색,6,0.08
설치,6,0.08
패키지에는,6,0.08
해결하려고,6,0.08
4개의,6,0.08
연결이,6,0.08
자국이,6,0.08
요청했고,6,0.08
제품이며,6,0.08
답변,6,0.08
나타났습니다,6,0.08
정확하게,6,0.08
아기의,6,0.08
주문한지,6,0.08
내부,6,0.08
향수는,6,0.08
라벨이,6,0.08
발행되기,6,0.08
결제금액을,6,0.08
배송하는데,6,0.08
주셨어요,6,0.08
19일에,6,0.08
28일에,6,0.08
1일에,6,0.08
보이며,6,0.08
나오는,6,0.08
중국산,6,0.08
22일에,6,0.08
받으면,6,0.08
타르가르옌은,6,0.08
유사한,6,0.08
못해요,6,0.08
원하거나,6,0.08
간단히,6,0.08
얇습니다,6,0.08
벽에,6,0.08
제때에,6,0.08
끔찍하다,6,0.08
못하는,6,0.08
코드가,6,0.08
매장으로부터,6,0.08
개봉된,6,0.08
나타냅니다,6,0.08
이게,6,0.08
형편없는,6,0.08
존중,6,0.08
과정에서,6,0.08
항목을,6,0.08
대답하지,6,0.08
댓글이,6,0.08
상태,6,0.08
10개,6,0.08
베갯잇,6,0.08
할까요,6,0.08
지정된,6,0.08
충족하지,6,0.08
사실이,6,0.08
손상되었으며,6,0.08
casio,6,0.08
돌려줄,6,0.08
늦어요,6,0.08
주는지,6,0.08
확인해야,6,0.08
작아서,6,0.08
tv,6,0.08
설명이나,6,0.08
가위가,6,0.08
벽지,6,0.08
상자에는,6,0.08
닫히지,6,0.08
2개라고,6,0.08
별로네요,6,0.08
공급업체에,6,0.08
영수증을,6,0.08
인쇄,6,0.08
보고,6,0.08
접착제가,6,0.08
해결하려면,6,0.08
02에,6,0.08
책임을,6,0.08
표시되지,6,0.08
취해야,6,0.08
페인트,6,0.08
일어났는지에,6,0.08
이틀이,6,0.08
아니지만,6,0.08
가격의,6,0.08
해당하는,6,0.08
선호합니다,6,0.08
mp3,6,0.08
속은,6,0.08
몰랐습니다,6,0.08
샀고,6,0.08
카메라,6,0.08
소리가,6,0.08
해도,6,0.08
반품해야,6,0.08
지원도,6,0.08
확인하기,6,0.08
기다린,6,0.08
없지만,6,0.08
추적을,6,0.08
솔직히,6,0.08
멀리,6,0.08
요청하고,6,0.08
메모가,6,0.08
좋지만,6,0.08
수년,6,0.08
메시지가,6,0.08
팔찌,6,0.08
무엇인지,6,0.08
프로토콜을,6,0.08
않았음을,6,0.08
날에,6,0.08
스마트,6,0.08
장비가,6,0.08
발생하고,6,0.08
드리겠습니다,5,0.07
못하며,5,0.07
알림을,5,0.07
소송을,5,0.07
제기해야,5,0.07
상대로,5,0.07
교환해야,5,0.07
나한테,5,0.07
판매자를,5,0.07
판매자의,5,0.07
잘못이,5,0.07
6개의,5,0.07
수량으로,5,0.07
누락되었으며,5,0.07
화가났습니다,5,0.07
돌아올,5,0.07
지나지,5,0.07
의심스러운,5,0.07
이불을,5,0.07
조립,5,0.07
안되는,5,0.07
외에는,5,0.07
인형이,5,0.07
사양에,5,0.07
버렸어요,5,0.07
추적도,5,0.07
설명,5,0.07
흰색으로,5,0.07
있음에도,5,0.07
이와,5,0.07
화면보다,5,0.07
똑같은,5,0.07
웹사이트는,5,0.07
선물하려고,5,0.07
그림이,5,0.07
파트너에,5,0.07
1개월,5,0.07
헐거워졌습니다,5,0.07
샴푸,5,0.07
목적지에,5,0.07
욕실,5,0.07
제공한,5,0.07
진행,5,0.07
전화,5,0.07
안오고,5,0.07
예정이었던,5,0.07
부분에,5,0.07
행주,5,0.07
텐데,5,0.07
안드네요,5,0.07
가보니,5,0.07
나와요,5,0.07
파트너에게,5,0.07
광고를,5,0.07
모델에,5,0.07
만큼,5,0.07
배송한,5,0.07
좋았습니다,5,0.07
번호를,5,0.07
후에만,5,0.07
물에,5,0.07
금액,5,0.07
평가는,5,0.07
전화번호도,5,0.07
구매시,5,0.07
인쇄물이,5,0.07
이후에,5,0.07
불평할,5,0.07
4일에,5,0.07
지원,5,0.07
정품을,5,0.07
사용하고,5,0.07
있으면,5,0.07
좋을,5,0.07
바라테온의,5,0.07
평가가,5,0.07
이메일,5,0.07
리모콘을,5,0.07
필립스,5,0.07
못하겠습니다,5,0.07
새로,5,0.07
60,5,0.07
프린터가,5,0.07
거예요,5,0.07
좋다고,5,0.07
여부에,5,0.07
배송기간은,5,0.07
12일,5,0.07
시간도,5,0.07
구입하지,5,0.07
불만족합니다,5,0.07
2세트를,5,0.07
표지,5,0.07
처음입니다,5,0.07
외에,5,0.07
바퀴,5,0.07
대화를,5,0.07
전자,5,0.07
생각하고,5,0.07
이미지가,5,0.07
중인,5,0.07
targaryen이,5,0.07
휴대폰이,5,0.07
쓸모가,5,0.07
업데이트,5,0.07
내용에,5,0.07
지났지만,5,0.07
필요하지,5,0.07
병을,5,0.07
기다리라고,5,0.07
보이는,5,0.07
26일에,5,0.07
redmi,5,0.07
위치에,5,0.07
타르가르옌을,5,0.07
상자와,5,0.07
못했지만,5,0.07
테스트를,5,0.07
22,5,0.07
배송되는,5,0.07
싫었어요,5,0.07
24일에,5,0.07
자세히,5,0.07
청구되었습니다,5,0.07
했던,5,0.07
냈는데,5,0.07
노력했지만,5,0.07
번이나,5,0.07
de,5,0.07
택배기사가,5,0.07
배달했습니다,5,0.07
오류를,5,0.07
발견했습니다,5,0.07
기간,5,0.07
표시되는데,5,0.07
지연이,5,0.07
수건은,5,0.07
크기,5,0.07
정보,5,0.07
하면,5,0.07
코드도,5,0.07
알려줄,5,0.07
긁혔습니다,5,0.07
방법,5,0.07
이건,5,0.07
코드에,5,0.07
받았으면,5,0.07
약간,5,0.07
담당자와,5,0.07
않았네요,5,0.07
220v,5,0.07
나사가,5,0.07
특정,5,0.07
안들고,5,0.07
의사소통,5,0.07
바닥에,5,0.07
걸려,5,0.07
배송지연,5,0.07
걸리는,5,0.07
확인해보니,5,0.07
스타크와,5,0.07
lannister와,5,0.07
적어도,5,0.07
파손,5,0.07
보냅니다,5,0.07
중이에요,5,0.07
저렴한,5,0.07
설명서,5,0.07
찢어지고,5,0.07
동일하지만,5,0.07
소파,5,0.07
브러쉬가,5,0.07
상태였습니다,5,0.07
누군가,5,0.07
보냈기,5,0.07
책임이,5,0.07
설명하기,5,0.07
항의,5,0.07
시계의,5,0.07
남성용,5,0.07
보이지만,5,0.07
적힌,5,0.07
당신에게서,5,0.07
크리스마스에,5,0.07
기대하고,5,0.07
기술,5,0.07
접수했으며,5,0.07
사진처럼,5,0.07
넘도록,5,0.07
유모차와,5,0.07
때문이죠,5,0.07
귀하가,5,0.07
예정일은,5,0.07
nf는,5,0.07
복제,5,0.07
아들의,5,0.07
해결되었으면,5,0.07
lannister로부터,5,0.07
필요가,5,0.07
기대했습니다,5,0.07
커튼만,5,0.07
도착하길,5,0.07
바라며,5,0.07
별도의,5,0.07
23,5,0.07
끝에,5,0.07
약속된,5,0.07
않았으니,5,0.07
짙은,5,0.07
의자에,5,0.07
소식을,5,0.07
펜던트가,5,0.07
25일에,5,0.07
오후입니다,5,0.07
찢어졌습니다,5,0.07
게임을,5,0.07
최악입니다,5,0.07
5일,5,0.07
지침을,5,0.07
구리,5,0.07
겁니다,5,0.07
위조품을,5,0.07
접수했지만,5,0.07
미국에서,5,0.07
추적해,5,0.07
걸리지,5,0.07
며칠이,5,0.07
드렸습니다,5,0.07
전화가,5,0.07
선반,5,0.07
충족되지,5,0.07
canon,5,0.07
취소된,5,0.07
달라서,5,0.07
현재까지도,5,0.07
90,5,0.07
수령하고,5,0.07
수년간,5,0.07
광고하고,5,0.07
났어요,5,0.07
설명서가,5,0.07
그렇습니다,5,0.07
11월에,5,0.07
경험을,5,0.07
조금,5,0.07
들어있지,5,0.07
베개가,5,0.07
아마도,5,0.07
애프터,5,0.07
그럴,5,0.07
헤드폰,5,0.07
웹사이트,5,0.07
해결된,5,0.07
메일에,5,0.07
가득한,5,0.07
그러한,5,0.07
준비를,5,0.07
기다리고있다,5,0.07
stark를,5,0.07
왔기,5,0.07
보기,5,0.07
확인되었습니다,5,0.07
많아서,5,0.07
속상했습니다,5,0.07
지속력이,5,0.07
일이다,5,0.07
지연됨,5,0.07
부분적으로,5,0.07
스티커가,5,0.07
배송지연에,5,0.07
에어컨,5,0.07
있기를,5,0.07
아름답지만,5,0.07
삐뚤어져,5,0.07
회사와,5,0.07
저를,5,0.07
관해서는,5,0.07
인식되지,5,0.07
1병만,5,0.07
취소되었습니다,5,0.07
웹사이트가,5,0.07
그러므로,5,0.07
소통이,5,0.07
8일,5,0.07
반환하지,5,0.07
공급업체는,5,0.07
초과되었습니다,5,0.07
테이블,5,0.07
받았다는,5,0.07
으로,5,0.07
여러분,5,0.07
저희는,5,0.07
무엇이,5,0.07
교환하나요,5,0.07
3일에,5,0.07
쇼핑을,5,0.07
전화나,5,0.07
sp,5,0.07
안됐고,5,0.07
필요하고,5,0.07
파트너는,5,0.07
말이,5,0.07
뜹니다,5,0.07
대답을,5,0.07
동일하게,5,0.07
판지,5,0.07
확인을,5,0.07
카펫이,5,0.07
세트,5,0.07
잉크가,5,0.07
베이비,5,0.07
알려주기,5,0.07
리뷰가,5,0.07
전화하면,5,0.07
램프가,5,0.07
금액은,5,0.07
배송된다고,5,0.07
의견,5,0.07
휴대폰을,5,0.07
품질의,5,0.07
주에,5,0.07
충전되지,5,0.07
기타,5,0.07
사건이,5,0.07
화면이,5,0.07
무시하고,5,0.07
사양을,5,0.07
무시합니다,5,0.07
키트에,5,0.07
프린터와,5,0.07
받아보지,5,0.07
사이즈를,5,0.07
요청했어요,5,0.07
빠르고,5,0.07
매트를,5,0.07
피하기,5,0.07
10일,5,0.07
설상가상으로,5,0.07
해결이,5,0.07
디자인이,5,0.07
보내주셨네요,5,0.07
합의한,5,0.07
거울,5,0.07
접수했는데,5,0.07
들었는데,5,0.07
13,5,0.07
처음에는,5,0.07
설명되어,5,0.07
주의를,5,0.07
고객님,5,0.07
많고,5,0.07
카펫,5,0.07
집에는,5,0.07
내용은,5,0.07
2개는,5,0.07
기분이,5,0.07
전달하지,5,0.07
테이블이,5,0.07
엄청나게,5,0.07
위조품으로,5,0.07
불편을,5,0.07
기다리지,5,0.07
높은,5,0.07
구매했지만,5,0.07
불만사항,5,0.07
4일,5,0.07
나타납니다,5,0.07
사양이,5,0.07
제기하고,5,0.07
구매해야,5,0.07
쉽게,5,0.07
지연으로,5,0.07
진심으로,5,0.07
무례함,5,0.07
제공하고,5,0.07
구매였습니다,5,0.07
않았어,5,0.07
요청하지,5,0.07
그래도,5,0.07
sac에,5,0.07
언급된,5,0.07
플라스틱이,5,0.07
회색,5,0.07
추천드리지,5,0.07
병이,5,0.07
주전자를,5,0.07
떨어져,5,0.07
크롬,5,0.07
호스,5,0.07
led,5,0.07
마감일로부터,5,0.07
배낭을,5,0.07
겪은,5,0.07
방수,4,0.06
말했습니다,4,0.06
부분으로,4,0.06
lannister를,4,0.06
통보를,4,0.06
상상했던,4,0.06
댓글,4,0.06
취소하지,4,0.06
호환,4,0.06
도착하자마자,4,0.06
확인하는,4,0.06
아름다운,4,0.06
6개만,4,0.06
주문도,4,0.06
지지대가,4,0.06
도착해야,4,0.06
열려,4,0.06
걸렸는데,4,0.06
아니네요,4,0.06
휴대폰에,4,0.06
오디오,4,0.06
작음,4,0.06
피해를,4,0.06
배달도,4,0.06
샹들리에를,4,0.06
정보는,4,0.06
아기,4,0.06
깜짝,4,0.06
부분은,4,0.06
장식,4,0.06
깨졌네요,4,0.06
노트북을,4,0.06
항의했는데,4,0.06
이미지에,4,0.06
벗겨진,4,0.06
제공할,4,0.06
안하고,4,0.06
송장은,4,0.06
봉투만,4,0.06
정품으로,4,0.06
판매됩니다,4,0.06
사이즈로,4,0.06
기울이지,4,0.06
단순한,4,0.06
nf가,4,0.06
걱정됩니다,4,0.06
드립니다,4,0.06
도착하는지,4,0.06
수는,4,0.06
정확하지,4,0.06
일정보다,4,0.06
지지,4,0.06
싶어서,4,0.06
열악한,4,0.06
제공합니다,4,0.06
판매자에,4,0.06
당신과,4,0.06
실수로,4,0.06
되더라구요,4,0.06
차량용,4,0.06
상태는,4,0.06
전기,4,0.06
10일이,4,0.06
향이,4,0.06
주문할,4,0.06
불량한,4,0.06
확실하지,4,0.06
최소,4,0.06
겪었습니다,4,0.06
배송하고,4,0.06
청구합니다,4,0.06
판매자와,4,0.06
제발,4,0.06
배달해,4,0.06
절반을,4,0.06
기준으로,4,0.06
사실은,4,0.06
알림도,4,0.06
사용하려고,4,0.06
baratheon에,4,0.06
세부,4,0.06
말했지만,4,0.06
케이스에,4,0.06
데다가,4,0.06
되고,4,0.06
안전,4,0.06
보내려고,4,0.06
포함되지,4,0.06
필터가,4,0.06
케이스가,4,0.06
초에,4,0.06
오늘인,4,0.06
가격보다,4,0.06
카트리지와,4,0.06
승인이,4,0.06
남기지,4,0.06
구매했기,4,0.06
빨간,4,0.06
reclame,4,0.06
hdmi,4,0.06
않았다면,4,0.06
품질과,4,0.06
소재가,4,0.06
확인하지,4,0.06
아니었어,4,0.06
배송될지,4,0.06
01에,4,0.06
느꼈다,4,0.06
사기입니다,4,0.06
사이트에,4,0.06
있었기,4,0.06
이중,4,0.06
발행하고,4,0.06
설명하는,4,0.06
컨트롤이,4,0.06
판매가,4,0.06
아들,4,0.06
허용되지,4,0.06
서비스는,4,0.06
메모와,4,0.06
기능을,4,0.06
병렬,4,0.06
결제했지만,4,0.06
07,4,0.06
없을,4,0.06
220v를,4,0.06
수염,4,0.06
지났음에도,4,0.06
nf에,4,0.06
배송료를,4,0.06
127v,4,0.06
유청,4,0.06
역시,4,0.06
속았다고,4,0.06
설명은,4,0.06
거에요,4,0.06
시스템이,4,0.06
허용하지,4,0.06
크기를,4,0.06
추천하는,4,0.06
이거,4,0.06
거울이,4,0.06
당신을,4,0.06
그림과,4,0.06
절반,4,0.06
나머지를,4,0.06
정보에,4,0.06
터무니없이,4,0.06
지났어요,4,0.06
12일까지,4,0.06
